Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,release height,RelX,RelZ,Chase%,Barrel%,Fly%,Ground%,BaU,Tilt,SpinDir,wOBA,Throws,4FB stuff+,85/15 perf scale velo scale stuff+,shape+ 4FB,general performance+,P,Vel,pvelo,HorzBrk,ABS horzBreak,IndVertBrk,Spin,HorzApprAngle,xVAA T1/3,VertApprAngle,Extension,InZone%,IZ Whiff,OZ Whiff,SwStrk%,perf multiplier velo scale stuff+,50/50 perf scale velo scale stuff+,pvelo scale stuff+ 4FB,fixed scale stuff+ 4FB (pre break),vel brk stuff+ 4FB,eno sarris stuff+ 4FB,outlier
1,1310598145,J. Hernandez,Julian Hernandez,Hernandez,Julian,P,University of Miami,MIA,236,Miami,BBC,R,R,74.43,-9.7,74.4,25.0%,0.0%,33.3%,66.7%,24,12:17,-171.5,.349,R,78.80,393.61,400.12,13.54%,24,89.4,88.35,2.9,2.87,20.1,2127.6,-1.18,-5.02,-6.08,5.81,33.3%,-,-,8.3%,54.18,74.90,394.39,191.40,1336.93,4245.09,374.54
1,1167541504,H. Parker,Hudson Parker,Parker,Hudson,P,Texas Tech University,TTU,2350,Texas Tech,BBC,R,R,67.39,-20.1,67.4,14.3%,0.0%,0.0%,75.0%,27,1:14,-142.9,.489,R,96.20,480.53,489.77,16.24%,54,89.4,88.26,10.2,10.20,14.9,2371.5,-1.15,-4.60,-5.45,5.74,48.1%,-,-,5.6%,79.55,90.83,483.31,271.57,1352.67,4951.70,415.43
1,1238201856,M. Witherspoon,Malachi Witherspoon,Witherspoon,Malachi,P,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,R,R,72.81,-27.6,72.8,24.1%,17.4%,26.0%,46.0%,26,1:01,-149.5,.405,R,103.70,517.99,510.75,21.33%,268,95.5,95.23,8.6,8.60,15.2,2505.4,-1.55,-4.65,-4.97,6.24,45.9%,-,-,13.1%,108.93,105.98,509.12,297.26,1406.96,5352.98,438.55
1,1084028928,D. Kampschror,Dean Kampschror,Kampschror,Dean,P,University of Virginia,UVA,5415,Virginia,BBC,L,L,74.08,12.1,74.1,18.2%,42.9%,28.6%,28.6%,22,10:57,148.5,.465,L,79.54,397.32,394.14,15.83%,31,88.8,88.54,-8.3,8.31,14.7,1987.2,0.18,-5.42,-6.02,6.28,63.3%,-,-,0.0%,62.40,80.18,392.81,178.12,1289.66,4455.20,350.87
1,1238307840,E. Tumis,Easton Tumis,Tumis,Easton,P,University of Texas,TEX,245,Texas,BBC,R,R,68.55,-22.1,68.5,17.5%,24.4%,26.7%,35.6%,26,12:46,-157.2,.347,R,89.79,448.49,440.23,18.91%,235,91.2,91.55,5.6,5.64,14.4,2347.9,-1.31,-4.69,-5.16,6.64,51.5%,-,-,8.1%,83.24,92.69,442.39,249.94,1308.31,4787.56,410.93
1,1279133440,C. Selvig,Cole Selvig,Selvig,Cole,P,University of Texas,TEX,245,Texas,BBC,R,R,72.34,-20.1,72.3,14.6%,31.8%,43.5%,30.4%,23,12:29,-165.3,.497,R,84.75,423.35,423.97,15.98%,89,90.9,90.07,4.4,4.38,17.8,2126.5,-1.51,-4.84,-5.47,5.91,53.9%,-,-,3.4%,67.74,83.54,419.20,219.79,1329.20,4658.97,374.44
1,1310786304,Z. Cawyer,Zachary Cawyer,Cawyer,Zachary,P,Texas Christian University,TCU,5045,TCU,BBC,R,R,79.39,-15.3,79.4,19.0%,18.5%,42.1%,38.6%,24,12:46,-156.9,.409,R,87.48,436.96,433.52,17.40%,300,93.5,92.39,6.8,6.78,16.5,2257.8,-0.67,-5.29,-6.00,5.78,52.7%,-,-,5.7%,75.42,88.14,427.45,217.42,1367.49,4721.28,396.87
1,1167266304,B. Olson,Brayden Olson,Olson,Brayden,P,Purdue University,PUR,730353152,Purdue,BBC,R,R,69.02,-19.3,69.0,9.1%,33.3%,33.3%,66.7%,21,12:58,-150.8,.279,R,96.72,483.10,481.25,18.80%,20,90.8,90.69,9.1,9.11,17.3,1863.4,-1.26,-4.53,-4.87,6.35,45.0%,-,-,10.0%,90.48,96.53,480.61,252.84,1349.03,4822.74,331.13
1,1332182272,J. Dudan,Jacob Dudan,Dudan,Jacob,P,North Carolina State University,NCST,730216448,North Carolina State,BBC,R,R,67.70,-17.8,67.7,19.0%,14.7%,18.4%,60.5%,26,1:16,-142.0,.454,R,100.91,504.06,518.61,15.96%,234,96.1,94.28,9.2,9.21,12.7,2458.1,-0.79,-4.43,-5.16,5.39,41.5%,-,-,7.3%,82.77,93.00,508.86,317.18,1371.83,4788.71,430.33
1,1116089088,F. Ulloa,Fidel Ulloa,Ulloa,Fidel,P,Louisiana State University,LSU,5323,Louisiana State,BBC,R,R,72.45,-7.5,72.5,30.3%,16.7%,17.6%,44.1%,24,12:23,-168.4,.323,R,95.54,477.21,459.92,22.01%,197,93.8,93.64,3.6,3.61,18.5,2226.3,-0.60,-4.53,-4.88,6.32,54.6%,-,-,11.2%,101.21,102.61,459.02,258.71,1366.26,4242.30,391.28
1,1268163584,D. Primeaux,DJ Primeaux,Primeaux,DJ,P,Louisiana State University,LSU,5323,Louisiana State,BBC,L,L,64.90,28.3,64.9,22.2%,0.0%,0.0%,100.0%,24,11:05,152.5,.479,L,99.33,496.13,508.49,16.14%,25,90.6,90.54,-8.2,8.18,16.8,2133.8,1.58,-4.08,-5.14,6.38,28.0%,-,-,8.0%,82.09,92.45,508.16,294.81,1351.87,5149.64,376.02
1,1143110144,E. Mcelvain,Ethan Mcelvain,Mcelvain,Ethan,P,Vanderbilt University,VAN,5046,Vanderbilt,BBC,S,L,69.53,19.3,69.5,25.9%,33.3%,40.0%,28.0%,23,11:02,150.9,.329,L,107.52,537.05,535.19,20.86%,186,93.9,93.09,-9.6,9.59,18.3,2206.7,1.09,-4.36,-4.89,5.94,41.6%,-,-,13.4%,111.63,107.22,530.68,300.64,1428.13,5034.71,389.08
1,1306873088,L. Rodriguez,Luke Rodriguez,Rodriguez,Luke,P,UCLA,UCLA,5048,UCLA,BBC,R,R,78.88,-6.1,78.9,16.6%,19.0%,31.7%,33.3%,27,12:30,-165.0,.462,R,86.90,434.09,429.07,17.64%,404,90.8,89.21,4.9,4.87,19.0,2469.8,0.05,-5.16,-5.60,5.51,41.8%,-,-,9.2%,75.68,88.31,420.42,214.44,1382.88,4362.92,431.68
1,1085418496,K. Remington,Kyle Remington,Remington,Kyle,P,University of Minnesota,MINN,4864,Minnesota,BBC,R,R,66.83,-18.2,66.8,28.4%,12.5%,50.0%,20.8%,25,1:20,-140.2,.366,R,111.10,554.97,567.39,18.37%,139,91.7,90.94,13.6,13.58,17.4,2272.7,-0.71,-4.32,-4.62,6.00,41.7%,-,-,10.8%,104.23,104.08,563.38,316.05,1442.57,5202.21,400.11
1,1143063040,D. Schaefer,Derek Schaefer,Schaefer,Derek,P,University of Tennessee,TENN,730153728,Tennessee,BBC,R,R,78.63,-4.0,78.6,11.6%,18.2%,33.3%,41.7%,26,1:08,-146.1,.458,R,101.35,506.27,524.62,15.20%,88,92.0,90.23,12.3,12.27,19.5,2377.0,0.75,-5.03,-5.91,5.40,50.6%,-,-,3.4%,79.74,91.66,514.95,262.86,1475.48,4765.14,417.90
1,1287363584,M. Phillips,Marcus Phillips,Phillips,Marcus,P,University of Tennessee,TENN,730153728,Tennessee,BBC,R,R,62.15,-18.1,62.1,6.8%,9.1%,16.0%,52.0%,27,12:48,-156.0,.301,R,100.76,503.31,488.01,22.56%,170,95.3,95.23,4.8,4.80,11.3,2608.0,-1.24,-4.06,-4.84,6.37,56.2%,-,-,11.8%,110.08,106.84,487.59,325.24,1307.35,4513.84,454.24
1,1309803776,M. Dallas,Matthew Dallas,Dallas,Matthew,P,University of Tennessee,TENN,730153728,Tennessee,BBC,L,L,71.99,25.7,72.0,33.3%,66.7%,18.2%,36.4%,26,11:24,162.0,.289,L,88.27,440.93,410.03,23.64%,99,90.9,91.21,-4.4,4.40,14.1,2400.4,2.27,-4.93,-5.48,6.57,45.5%,-,-,16.2%,96.95,101.80,411.48,226.98,1292.11,4876.52,419.59
1,1099764480,E. Storey,Easton Storey,Storey,Easton,P,Purdue University,PUR,730353152,Purdue,BBC,L,L,64.00,22.2,64.0,11.1%,0.0%,33.3%,66.7%,28,10:58,149.1,.616,L,104.18,520.38,531.28,17.39%,49,89.3,88.85,-9.8,9.78,17.3,2479.2,1.09,-4.16,-4.98,6.18,44.9%,-,-,8.2%,92.39,97.94,529.01,307.15,1396.48,5135.61,433.61
1,1093539584,W. Lavin,Will Lavin,Lavin,Will,P,University of Illinois,ILL,730163456,Illinois,BBC,R,R,67.41,-18.1,67.4,22.7%,24.0%,23.1%,34.6%,26,1:04,-148.2,.447,R,111.57,557.32,581.31,15.89%,126,91.0,89.01,12.3,12.26,20.9,2346.2,-0.41,-4.17,-5.10,5.27,46.8%,-,-,5.6%,92.37,99.12,570.39,320.71,1486.77,5226.99,412.64
1,1100638208,T. Szczepanski,Tommy Szczepanski,Szczepanski,Tommy,P,Michigan State University,MSU,1551,Michigan State,BBC,R,R,76.55,-20.8,76.5,9.1%,21.4%,13.3%,40.0%,24,1:04,-147.8,.512,R,81.19,405.55,436.78,8.51%,114,89.7,87.67,9.6,9.62,16.6,2125.0,-1.15,-5.32,-6.08,5.25,31.9%,-,-,0.9%,37.16,65.68,425.67,203.97,1355.21,4973.60,374.68
1,1304691713,C. Moore,Cooper Moore,Moore,Cooper,P,University of Kansas,KU,730360064,Kansas,BBC,R,R,69.18,-5.4,69.2,25.0%,50.0%,25.0%,50.0%,21,1:21,-139.7,.456,R,90.57,452.41,454.83,16.69%,25,89.8,87.59,11.4,11.38,14.6,1847.1,0.34,-4.99,-4.06,5.14,36.0%,-,-,12.0%,75.90,88.46,442.68,224.02,1317.93,4225.97,327.87
1,1237660928,G. Manning,Grant Manning,Manning,Grant,P,Virginia Tech,VT,2293,Virginia Tech,BBC,R,R,77.91,-12.6,77.9,18.1%,26.1%,29.1%,36.4%,23,12:33,-163.5,.430,R,79.27,395.96,376.79,19.33%,228,91.0,90.43,4.4,4.41,15.6,2129.3,-0.78,-5.39,-5.70,6.11,53.9%,-,-,7.9%,72.83,87.40,373.86,179.01,1294.11,4352.97,374.46
1,1087388160,M. Heiberger,Matthew Heiberger,Heiberger,Matthew,P,University of Alabama,ALA,730206976,Alabama,BBC,L,L,71.85,24.0,71.9,50.0%,0.0%,0.0%,33.3%,23,10:45,142.6,.111,L,108.55,542.22,506.94,28.47%,21,93.2,92.13,-11.4,11.40,16.1,2171.3,1.50,-4.83,-4.50,5.79,42.9%,-,-,23.8%,144.34,123.91,501.00,269.43,1401.90,5240.77,383.00
1,1162026752,Z. Adams,Zane Adams,Adams,Zane,P,University of Alabama,ALA,730206976,Alabama,BBC,L,L,80.55,8.5,80.6,19.3%,22.2%,28.0%,41.1%,23,11:19,159.7,.355,L,79.47,396.97,395.24,15.50%,490,90.0,89.66,-6.3,6.27,18.0,2080.8,0.10,-5.51,-6.39,6.20,48.8%,-,-,4.3%,61.25,79.43,393.21,172.59,1340.35,4416.31,366.92
1,1207884032,W. Novara,Wyatt Novara,Novara,Wyatt,P,University of Michigan,MICH,2290,Michigan,BBC,R,L,70.26,23.3,70.3,7.7%,50.0%,0.0%,66.7%,23,10:54,146.9,.525,L,81.81,408.63,447.44,6.94%,36,90.4,90.60,-9.0,9.01,14.5,2077.7,1.38,-4.91,-5.83,6.53,27.8%,-,-,0.0%,31.07,62.74,448.55,232.78,1317.12,4962.17,366.48
1,1310598656,K. Wickersham,Kaden Wickersham,Wickersham,Kaden,P,Washington State University,WSU,4505,Washington State,BBC,R,R,67.60,-19.2,67.6,11.7%,12.8%,23.8%,59.5%,25,1:05,-147.7,.373,R,85.48,426.98,432.84,14.95%,196,90.5,89.70,7.4,7.44,12.7,2241.9,-0.84,-4.83,-5.39,5.98,47.4%,-,-,4.1%,64.73,81.81,428.66,239.27,1285.04,4627.25,393.12
1,1179921920,M. Caba,Myles Caba,Caba,Myles,P,University of Miami,MIA,236,Miami,BBC,L,L,65.23,21.3,65.2,26.0%,37.9%,40.0%,30.0%,26,10:59,149.6,.295,L,112.67,562.77,556.62,22.79%,225,91.0,90.15,-10.3,10.27,18.7,2375.9,0.86,-4.05,-5.01,5.92,55.6%,-,-,12.0%,126.85,114.33,551.90,321.74,1430.47,5160.19,416.95
1,1260771840,B. Olivera,Brandon Olivera,Olivera,Brandon,P,University of Miami,MIA,236,Miami,BBC,R,R,68.66,-20.9,68.7,16.0%,33.3%,23.1%,33.3%,25,12:56,-151.9,.467,R,110.84,553.66,578.59,15.54%,251,92.0,90.98,10.8,10.77,21.3,2261.0,-0.58,-4.02,-4.53,5.82,40.0%,-,-,7.2%,89.93,97.96,572.95,325.35,1477.84,5276.46,398.37
1,1315737600,H. Hernandez,Herick Hernandez,Hernandez,Herick,P,University of Miami,MIA,236,Miami,BBC,L,L,73.10,14.5,73.1,21.0%,21.1%,33.3%,23.5%,25,11:11,155.5,.460,L,106.86,533.76,526.99,21.82%,546,92.3,89.99,-9.1,9.06,21.0,2292.9,0.31,-4.54,-5.29,5.09,48.4%,-,-,12.8%,115.01,108.88,514.33,280.56,1459.40,4910.72,403.48
1,1311048704,B. Holiday,Brian Holiday,Holiday,Brian,P,Oklahoma State University,OKST,4245,Oklahoma State,BBC,R,R,67.07,-15.4,67.1,29.5%,22.5%,32.5%,32.5%,24,12:41,-159.3,.245,R,101.74,508.20,498.56,21.49%,690,91.7,90.98,6.4,6.45,18.2,2213.3,-1.01,-4.20,-4.54,6.00,49.9%,-,-,12.0%,107.12,105.16,494.55,286.36,1372.41,4625.56,389.20
1,1197332224,C. Miller,Charlie Miller,Miller,Charlie,P,University of Missouri,MIZZ,4806,Missouri,BBC,R,R,73.11,-18.1,73.1,21.4%,14.3%,12.5%,50.0%,26,12:44,-157.8,.457,R,85.43,426.74,404.43,21.20%,34,88.7,87.60,5.6,5.65,14.3,2265.0,-0.65,-4.96,-5.93,5.77,58.8%,-,-,8.8%,85.73,94.96,398.27,212.78,1277.61,4556.20,396.71
1,1279520256,T. Hemmesch,Tyler Hemmesch,Hemmesch,Tyler,P,University of Minnesota,MINN,4864,Minnesota,BBC,R,R,65.58,-23.4,65.6,21.2%,22.7%,27.3%,40.9%,25,12:48,-156.1,.436,R,88.46,441.86,434.31,18.50%,164,89.5,89.37,5.9,5.85,14.3,2247.8,-1.37,-4.60,-4.91,6.32,48.2%,-,-,8.5%,80.33,91.04,433.41,244.45,1285.66,4739.98,393.96
1,1105265408,C. Ballard,Carson Ballard,Ballard,Carson,P,Georgia Tech,GT,100,Georgia Tech,BBC,R,R,71.72,-21.3,71.7,6.7%,0.0%,0.0%,50.0%,25,1:07,-146.3,.528,R,98.69,492.95,466.00,24.75%,31,89.7,88.08,9.8,9.84,15.7,2222.0,-1.51,-4.90,-5.45,5.46,51.6%,-,-,16.1%,115.33,110.25,456.92,241.36,1352.00,4976.50,390.70
1,1077565952,E. Smith,Evan Smith,Smith,Evan,P,University of Maryland-College Park,MD,730172928,Maryland,BBC,R,L,64.00,16.5,64.0,25.0%,25.0%,40.0%,20.0%,26,10:33,136.7,.175,L,116.81,583.45,581.14,22.72%,66,88.1,86.40,-15.6,15.61,17.6,2332.3,0.61,-4.21,-4.24,5.46,44.6%,-,-,15.2%,132.06,116.62,572.02,319.52,1442.54,5200.85,409.74
1,1271085056,M. Johnson,Meade Johnson,Johnson,Meade,P,University of Maryland-College Park,MD,730172928,Maryland,BBC,L,R,73.52,-24.0,73.5,14.5%,22.7%,24.0%,24.0%,26,12:25,-167.7,.357,R,87.47,436.93,418.20,20.79%,151,88.5,88.54,3.9,3.89,18.6,2322.8,-1.91,-4.84,-5.03,6.43,49.0%,-,-,11.3%,86.95,95.30,418.30,215.22,1332.17,4905.80,406.79
1,1303419392,D. McCarron,Duke McCarron,McCarron,Duke,P,University of Maryland-College Park,MD,730172928,Maryland,BBC,R,R,66.70,-19.2,66.7,5.7%,0.0%,20.0%,40.0%,27,1:01,-149.4,.364,R,104.38,521.37,555.78,12.21%,53,90.8,90.65,10.5,10.47,18.8,2472.7,-0.88,-4.15,-5.45,6.35,34.0%,-,-,3.8%,67.87,87.12,555.14,318.72,1441.04,5176.69,433.17
1,1197348608,R. Marohn,Ryan Marohn,Marohn,Ryan,P,North Carolina State University,NCST,730216448,North Carolina State,BBC,L,L,69.74,32.4,69.7,20.9%,21.2%,22.9%,37.1%,24,10:55,147.6,.464,L,96.46,481.80,488.09,16.95%,206,90.2,88.79,-9.8,9.79,16.6,2149.4,2.03,-4.62,-5.33,5.58,46.1%,-,-,7.3%,82.72,92.47,480.15,261.07,1363.68,5405.74,378.89
1,1279403520,J. Lucas,Jaxon Lucas,Lucas,Jaxon,P,North Carolina State University,NCST,730216448,North Carolina State,BBC,R,R,71.71,-11.3,71.7,17.6%,22.2%,25.0%,45.0%,25,1:10,-145.1,.592,R,100.19,500.44,525.73,13.44%,90,91.0,89.74,12.1,12.07,18.5,2247.1,-0.49,-4.72,-5.31,5.68,43.3%,-,-,3.3%,70.65,87.25,518.74,273.85,1435.54,4883.56,395.74
1,1183357185,D. Luzardo,Diego Luzardo,Luzardo,Diego,P,University of Houston,HOU,3030,Houston,BBC,R,R,68.70,-35.3,68.7,19.4%,4.2%,12.0%,56.0%,25,1:05,-147.5,.440,R,109.39,546.39,552.89,19.36%,132,93.3,91.99,10.5,10.50,17.5,2377.7,-2.23,-4.24,-4.98,5.65,52.7%,-,-,8.3%,107.04,105.16,545.62,319.75,1434.84,5718.65,417.72
1,1088991232,S. Cushing,Stone Cushing,Cushing,Stone,P,Brigham Young University,BYU,730257152,BYU,BBC,L,R,68.87,-28.2,68.9,12.5%,0.0%,50.0%,25.0%,25,1:13,-143.5,.530,R,147.15,735.03,815.65,10.09%,40,91.6,89.94,11.0,11.03,16.2,2300.7,-1.92,-,-5.35,5.44,17.9%,-,-,5.0%,82.30,107.78,806.35,628.35,1397.75,5365.97,404.47
1,1262028032,W. Watson,Will Watson,Watson,Will,P,University of Southern California,USC,5047,USC,BBC,R,R,63.24,-20.7,63.2,23.2%,19.4%,33.3%,39.4%,24,1:11,-144.7,.325,R,119.16,595.22,613.11,18.69%,186,94.5,93.85,12.4,12.41,18.5,2233.1,-0.72,-3.73,-4.40,6.02,46.8%,-,-,9.1%,114.59,109.49,609.32,366.55,1470.42,5244.01,393.95
1,1307080960,B. Purcell,Brodie Purcell,Purcell,Brodie,P,University of Southern California,USC,5047,USC,BBC,R,R,79.27,-4.7,79.3,21.5%,30.0%,23.8%,23.8%,24,12:44,-158.1,.464,R,92.97,464.37,469.74,16.49%,128,90.1,88.69,8.3,8.32,21.9,2128.4,0.70,-5.08,-5.84,5.58,38.3%,-,-,9.4%,77.44,89.44,461.82,217.81,1432.19,4524.73,375.87
1,1239161600,L. Jackson,Luke Jackson,Jackson,Luke,P,Texas A&M University,TXAM,3032,Texas A&M,BBC,R,R,69.00,-3.4,69.0,17.9%,21.4%,21.4%,28.6%,26,12:58,-150.9,.374,R,113.93,569.06,558.36,24.04%,78,93.0,92.21,10.0,10.05,19.2,2456.6,0.16,-4.25,-4.61,5.95,50.0%,-,-,15.4%,134.22,117.71,553.91,319.42,1461.43,4560.78,430.60
1,1336570368,T. Pitzer,Tyler Pitzer,Pitzer,Tyler,P,University of South Carolina,SCAR,730348544,South Carolina,BBC,L,R,69.23,-18.2,69.2,27.0%,31.0%,35.6%,24.4%,27,12:47,-156.4,.398,R,104.46,521.80,512.18,22.00%,325,91.5,90.54,7.7,7.67,18.6,2459.9,-0.80,-4.38,-5.01,5.87,46.5%,-,-,13.5%,112.68,107.84,507.03,290.15,1412.44,4937.02,430.57
1,1341504512,P. Marlatt,Parker Marlatt,Marlatt,Parker,P,University of South Carolina,SCAR,730348544,South Carolina,BBC,R,R,72.16,-3.5,72.2,36.8%,6.7%,35.3%,35.3%,25,12:28,-166.1,.292,R,100.49,501.97,504.17,18.62%,130,91.5,89.62,5.3,5.30,22.4,2310.0,0.03,-4.32,-5.10,5.31,41.5%,-,-,10.8%,93.88,98.37,493.68,275.31,1435.72,4290.88,405.73
1,1336573696,B. Louck,Brady Louck,Louck,Brady,P,Florida State University,FSU,101,Florida State,BBC,L,L,62.88,36.9,62.9,25.0%,28.6%,48.3%,27.6%,22,11:14,156.8,.412,L,105.56,527.28,513.56,23.12%,239,90.4,89.38,-7.5,7.47,18.5,2018.3,2.95,-3.93,-4.70,5.85,49.8%,-,-,14.2%,118.73,110.85,508.22,295.64,1359.95,5402.79,357.04
1,1207766528,G. Black,Gavin Black,Black,Gavin,P,Mississippi State University,MSST,5080,Mississippi State,BBC,L,R,69.58,-22.2,69.6,29.1%,18.2%,16.7%,41.7%,25,12:53,-153.6,.420,R,110.42,551.54,551.25,21.06%,106,93.5,92.53,8.6,8.65,18.4,2331.6,-1.22,-4.02,-4.81,5.84,47.6%,-,-,12.3%,116.10,109.36,545.78,326.02,1427.28,5124.55,409.72
1,1309413120,L. Dotson,Luke Dotson,Dotson,Luke,P,Mississippi State University,MSST,5080,Mississippi State,BBC,L,L,72.45,2.3,72.4,28.7%,10.5%,22.7%,50.0%,25,12:06,-177.0,.294,L,90.73,453.20,418.65,24.92%,178,90.0,90.45,1.0,1.04,20.6,2257.8,0.48,-4.60,-4.99,6.70,51.1%,-,-,16.3%,104.34,105.94,421.36,222.83,1341.18,3946.79,395.80
1,1279325440,G. Gaeckle,Gabe Gaeckle,Gaeckle,Gabe,P,University of Arkansas,ARK,3375,Arkansas,BBC,R,R,66.02,-2.8,66.0,27.5%,13.0%,27.3%,49.1%,26,12:35,-162.7,.233,R,113.30,565.91,560.03,22.85%,358,95.9,95.11,5.6,5.64,18.9,2528.7,0.00,-3.75,-4.40,5.97,52.2%,-,-,13.1%,127.96,114.82,555.75,353.00,1439.74,4261.84,442.26
1,1178374912,M. Martinez,Matthew Martinez,Martinez,Matthew,P,University of Arizona,ARIZ,232,Arizona,BBC,R,R,74.62,-9.9,74.6,15.4%,50.0%,25.0%,25.0%,23,1:07,-146.3,.571,R,98.83,493.64,508.74,15.44%,34,91.1,88.22,11.3,11.25,18.1,2055.3,0.04,-4.69,-5.37,4.74,61.8%,-,-,0.0%,78.56,90.68,492.82,262.90,1404.34,4653.01,363.53
1,1100625664,O. Johnson,Olin Johnson,Johnson,Olin,P,University of North Carolina,UNC,730181888,North Carolina,BBC,R,R,72.17,-28.9,72.2,25.8%,25.0%,36.0%,44.0%,24,1:18,-141.0,.246,R,103.10,514.99,536.82,14.76%,115,91.8,91.79,13.5,13.46,17.8,2179.0,-1.34,-4.74,-5.53,6.43,46.1%,-,-,4.3%,79.24,91.76,536.94,279.39,1440.01,5668.60,384.81
1,1198502912,B. Flannery,Boston Flannery,Flannery,Boston,P,University of North Carolina,UNC,730181888,North Carolina,BBC,R,R,66.13,-18.0,66.1,0.0%,0.0%,0.0%,50.0%,23,1:12,-144.0,.470,R,92.94,464.22,478.14,14.58%,26,90.7,90.07,9.4,9.36,14.0,2107.2,-1.17,-4.50,-5.04,6.07,46.2%,-,-,3.8%,69.73,85.41,474.88,268.32,1317.39,4702.33,371.25
1,1330950400,F. Capocci,Francesco Capocci,Capocci,Francesco,P,University of North Carolina,UNC,730181888,North Carolina,BBC,R,R,69.89,-23.0,69.9,16.7%,33.3%,14.3%,42.9%,28,12:46,-157.1,.610,R,99.07,494.84,520.23,13.21%,52,91.0,91.24,7.9,7.87,19.5,2567.6,-1.67,-4.39,-5.14,6.58,42.3%,-,-,3.8%,68.70,86.10,521.76,292.93,1434.21,5263.52,448.80
1,1194505216,D. Crooks,Dylan Crooks,Crooks,Dylan,P,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,R,R,73.88,-21.4,73.9,20.3%,17.1%,33.3%,25.6%,26,1:04,-147.9,.225,R,103.81,518.55,517.10,20.07%,181,92.5,90.41,10.7,10.71,18.1,2359.6,-1.29,-4.79,-5.24,5.21,57.5%,-,-,7.7%,103.76,103.37,505.63,274.71,1437.17,5217.63,414.56
1,1195612672,B. Pruett,Brad Pruett,Pruett,Brad,P,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,R,R,76.01,-19.9,76.0,21.4%,0.0%,16.7%,33.3%,23,1:03,-148.3,.500,R,105.51,527.03,514.39,22.87%,31,91.8,90.26,11.5,11.54,19.8,2110.8,-0.79,-4.90,-5.30,5.50,50.0%,-,-,12.9%,117.63,110.29,505.65,255.17,1447.67,5225.39,373.35
1,1278154240,E. Borst,Evan Borst,Borst,Evan,P,University of Nebraska,NEB,4865,Nebraska,BBC,R,R,65.92,-24.9,65.9,19.6%,33.3%,36.4%,27.3%,24,1:12,-144.1,.354,R,109.90,548.93,543.63,22.07%,95,92.3,91.19,10.9,10.94,16.1,2214.6,-1.22,-4.14,-4.88,5.78,46.3%,-,-,13.7%,120.00,111.19,537.54,316.25,1392.75,5194.61,390.00
1,1133317376,J. Elder,Jackson Elder,Elder,Jackson,P,University of Utah,UTAH,730328320,Utah,BBC,R,R,68.08,-21.1,68.1,11.3%,26.7%,25.0%,31.3%,22,1:01,-149.3,.377,R,88.18,440.46,438.89,17.11%,120,91.1,90.18,7.3,7.29,13.5,1990.7,-1.78,-4.66,-5.26,5.88,47.9%,-,-,6.7%,75.12,87.96,433.78,241.99,1279.16,4628.93,351.60
1,1297541376,C. Mcanelly,Colter Mcanelly,Mcanelly,Colter,P,University of Utah,UTAH,730328320,Utah,BBC,R,R,75.08,-28.9,75.1,26.7%,24.1%,37.3%,35.8%,22,12:49,-155.5,.355,R,91.28,455.95,437.06,21.55%,346,90.2,90.30,7.5,7.50,17.3,2025.7,-2.08,-4.99,-5.46,6.46,53.5%,-,-,11.0%,94.19,99.14,437.52,215.31,1339.66,5210.11,358.04
1,1196808193,J. Lordi,James Lordi,Lordi,James,P,Penn State University,PSU,5326,Penn State,BBC,L,L,68.85,8.4,68.9,26.7%,40.0%,33.3%,16.7%,25,11:00,150.2,.544,L,96.31,481.08,449.57,25.31%,29,86.4,85.57,-9.1,9.06,17.1,2177.3,-0.07,-4.83,-5.07,5.91,48.3%,-,-,17.2%,113.78,110.04,444.79,223.78,1334.06,4431.15,382.50
1,1223225088,M. Morash,Matt Morash,Morash,Matt,P,Penn State University,PSU,5326,Penn State,BBC,L,L,70.04,23.9,70.0,23.2%,20.7%,41.9%,22.6%,24,11:04,151.8,.406,L,94.48,471.91,469.02,18.61%,183,87.2,86.66,-9.5,9.46,18.9,2079.5,1.22,-4.75,-5.11,6.09,48.1%,-,-,8.7%,87.27,94.81,465.94,231.06,1365.53,5124.01,366.90
1,1092980224,P. Riske,Payton Riske,Riske,Payton,P,University of Utah,UTAH,730328320,Utah,BBC,R,R,62.13,-21.5,62.1,0.0%,20.0%,0.0%,60.0%,24,1:11,-144.5,.226,R,97.94,489.20,502.71,15.63%,24,88.1,87.61,10.9,10.85,16.2,2141.1,-1.50,-4.36,-5.09,6.13,62.5%,-,-,0.0%,78.55,90.55,499.97,275.03,1349.58,4971.61,377.14
1,1238202112,K. Witherspoon,Kyson Witherspoon,Witherspoon,Kyson,P,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,R,R,71.35,-21.9,71.3,21.8%,20.0%,35.4%,29.2%,25,12:45,-157.7,.354,R,106.04,529.68,524.87,21.23%,851,95.1,94.18,7.1,7.11,18.1,2380.6,-1.35,-4.30,-4.71,5.86,48.8%,-,-,12.1%,111.45,107.15,519.57,307.57,1422.86,5050.56,417.82
